Category Page Number,NEW,SKU,Style,Description,Color Group,Color Code,Color,Hex Code,Size Group,Size Code,Size,Case Qty,Weight,Mill #,Mill Name,Category,Subcategory,Price,Retail Price,Thumbnail Name,Normal Image Name,Full Feature Description,Brand Page Number
0,NEW,B16324002,01044C1,Super Destroyed Tee,WHITE,12,00,,25,2,XS,72,.22,25,Alternative Drop Ship,T,shirts,1977|0|1;1681|2|12;1429|13|-1,2858,http://www.broderbros.com/images/bro/prodDetail/01044c1_t.jpg,http://www.broderbros.com/images/bro/prodDetail/01044c1_p.jpg,40's 100% Cotton Jersey; Garment dyed and washed; Unisex regular fit; ,0
0,NEW,B16324007,01044C1,Super Destroyed Tee,WHITE,12,00,,1,7,2XL,72,.33,25,Alternative Drop Ship,T,shirts,2086|0|1;1773|2|12;1507|13|-1,3014,http://www.broderbros.com/images/bro/prodDetail/01044c1_t.jpg,http://www.broderbros.com/images/bro/prodDetail/01044c1_p.jpg,40's 100% Cotton Jersey; Garment dyed and washed; Unisex regular fit; ,0
0,NEW,B16324512,01044C1,Super Destroyed Tee,BLACK,12,51,,25,2,XS,72,.22,25,Alternative Drop Ship,T,shirts,1977|0|1;1681|2|12;1429|13|-1,2858,http://www.broderbros.com/images/bro/prodDetail/01044c1_t.jpg,http://www.broderbros.com/images/bro/prodDetail/01044c1_p.jpg,40's 100% Cotton Jersey; Garment dyed and washed; Unisex regular fit; ,0
0,NEW,B16324517,01044C1,Super Destroyed Tee,BLACK,12,51,,1,7,2XL,72,.33,25,Alternative Drop Ship,T,shirts,2086|0|1;1773|2|12;1507|13|-1,3014,http://www.broderbros.com/images/bro/prodDetail/01044c1_t.jpg,http://www.broderbros.com/images/bro/prodDetail/01044c1_p.jpg,40's 100% Cotton Jersey; Garment dyed and washed; Unisex regular fit; ,0
0,NEW,B16324516,01044C1,Super Destroyed Tee,BLACK,12,51,,25,6,XL,72,.31,25,Alternative Drop Ship,T,shirts,1977|0|1;1681|2|12;1429|13|-1,2858,http://www.broderbros.com/images/bro/prodDetail/01044c1_t.jpg,http://www.broderbros.com/images/bro/prodDetail/01044c1_p.jpg,40's 100% Cotton Jersey; Garment dyed and washed; Unisex regular fit; ,0
0,NEW,B16324515,01044C1,Super Destroyed Tee,BLACK,12,51,,25,5,L,72,.29,25,Alternative Drop Ship,T,shirts,1977|0|1;1681|2|12;1429|13|-1,2858,http://www.broderbros.com/images/bro/prodDetail/01044c1_t.jpg,http://www.broderbros.com/images/bro/prodDetail/01044c1_p.jpg,40's 100% Cotton Jersey; Garment dyed and washed; Unisex regular fit; ,0
0,NEW,B16324514,01044C1,Super Destroyed Tee,BLACK,12,51,,25,4,M,72,.26,25,Alternative Drop Ship,T,shirts,1977|0|1;1681|2|12;1429|13|-1,2858,http://www.broderbros.com/images/bro/prodDetail/01044c1_t.jpg,http://www.broderbros.com/images/bro/prodDetail/01044c1_p.jpg,40's 100% Cotton Jersey; Garment dyed and washed; Unisex regular fit; ,0
0,NEW,B16324513,01044C1,Super Destroyed Tee,BLACK,12,51,,25,3,S,72,.25,25,Alternative Drop Ship,T,shirts,1977|0|1;1681|2|12;1429|13|-1,2858,http://www.broderbros.com/images/bro/prodDetail/01044c1_t.jpg,http://www.broderbros.com/images/bro/prodDetail/01044c1_p.jpg,40's 100% Cotton Jersey; Garment dyed and washed; Unisex regular fit; ,0
0,NEW,B16324AF4,01044C1,Super Destroyed Tee,MARINE,12,AF,,25,4,M,72,.26,25,Alternative Drop Ship,T,shirts,1977|0|1;1681|2|12;1429|13|-1,2858,http://www.broderbros.com/images/bro/prodDetail/01044c1_t.jpg,http://www.broderbros.com/images/bro/prodDetail/01044c1_p.jpg,40's 100% Cotton Jersey; Garment dyed and washed; Unisex regular fit; ,0
0,NEW,B16324AF3,01044C1,Super Destroyed Tee,MARINE,12,AF,,25,3,S,72,.25,25,Alternative Drop Ship,T,shirts,1977|0|1;1681|2|12;1429|13|-1,2858,http://www.broderbros.com/images/bro/prodDetail/01044c1_t.jpg,http://www.broderbros.com/images/bro/prodDetail/01044c1_p.jpg,40's 100% Cotton Jersey; Garment dyed and washed; Unisex regular fit; ,0
0,NEW,B16324AF6,01044C1,Super Destroyed Tee,MARINE,12,AF,,25,6,XL,72,.31,25,Alternative Drop Ship,T,shirts,1977|0|1;1681|2|12;1429|13|-1,2858,http://www.broderbros.com/images/bro/prodDetail/01044c1_t.jpg,http://www.broderbros.com/images/bro/prodDetail/01044c1_p.jpg,40's 100% Cotton Jersey; Garment dyed and washed; Unisex regular fit; ,0
0,NEW,B16324AF7,01044C1,Super Destroyed Tee,MARINE,12,AF,,1,7,2XL,72,.33,25,Alternative Drop Ship,T,shirts,2086|0|1;1773|2|12;1507|13|-1,3014,http://www.broderbros.com/images/bro/prodDetail/01044c1_t.jpg,http://www.broderbros.com/images/bro/prodDetail/01044c1_p.jpg,40's 100% Cotton Jersey; Garment dyed and washed; Unisex regular fit; ,0
0,NEW,B16324AF5,01044C1,Super Destroyed Tee,MARINE,12,AF,,25,5,L,72,.29,25,Alternative Drop Ship,T,shirts,1977|0|1;1681|2|12;1429|13|-1,2858,http://www.broderbros.com/images/bro/prodDetail/01044c1_t.jpg,http://www.broderbros.com/images/bro/prodDetail/01044c1_p.jpg,40's 100% Cotton Jersey; Garment dyed and washed; Unisex regular fit; ,0
0,NEW,B16324AF2,01044C1,Super Destroyed Tee,MARINE,12,AF,,25,2,XS,72,.22,25,Alternative Drop Ship,T,shirts,1977|0|1;1681|2|12;1429|13|-1,2858,http://www.broderbros.com/images/bro/prodDetail/01044c1_t.jpg,http://www.broderbros.com/images/bro/prodDetail/01044c1_p.jpg,40's 100% Cotton Jersey; Garment dyed and washed; Unisex regular fit; ,0
