"Category Page Number","NEW","SKU","Style","Short Description","Color Group","Color Code","Color","Hex Code","Size Group","Size Code","Size","Case Qty","Weight","Mill #","Mill Name","Category","Subcategory","P1 (Piece)","P2 (Dozen)","P4 (Case)","P7 (Preferred)","Retail Price","Thumbnail Name","Normal Image Name","Full Feature Description","Brand Page Number"
20," ","B032CN006","3150","Men�s  4.2 oz. Long-Sleeve Jersey Henley","WHITE","0","00","FFFFFF","28","6","XL",48,.47,"CN","Canvas","T","shirts",15.09,12.58,10.06,10.06,20.12,"3150_t.jpg","3150_p.jpg","100% combed ringspun cotton; 30-singles; super soft jersey knit; four-button self-placket; ribbed cuffs; exposed coverstitching on collar, sleeves and hem; Dark Grey Heather is 50% cotton, 50% polyester; ",20
20," ","B032CN007","3150","Men�s  4.2 oz. Long-Sleeve Jersey Henley","WHITE","0","00","FFFFFF","1","7","2XL",48,.47,"CN","Canvas","T","shirts",18.38,15.31,12.25,12.25,24.5,"3150_t.jpg","3150_p.jpg","100% combed ringspun cotton; 30-singles; super soft jersey knit; four-button self-placket; ribbed cuffs; exposed coverstitching on collar, sleeves and hem; Dark Grey Heather is 50% cotton, 50% polyester; ",20
20," ","B032CN004","3150","Men�s  4.2 oz. Long-Sleeve Jersey Henley","WHITE","0","00","FFFFFF","28","4","M",48,.47,"CN","Canvas","T","shirts",15.09,12.58,10.06,10.06,20.12,"3150_t.jpg","3150_p.jpg","100% combed ringspun cotton; 30-singles; super soft jersey knit; four-button self-placket; ribbed cuffs; exposed coverstitching on collar, sleeves and hem; Dark Grey Heather is 50% cotton, 50% polyester; ",20
20," ","B032CN003","3150","Men�s  4.2 oz. Long-Sleeve Jersey Henley","WHITE","0","00","FFFFFF","28","3","S",48,.47,"CN","Canvas","T","shirts",15.09,12.58,10.06,10.06,20.12,"3150_t.jpg","3150_p.jpg","100% combed ringspun cotton; 30-singles; super soft jersey knit; four-button self-placket; ribbed cuffs; exposed coverstitching on collar, sleeves and hem; Dark Grey Heather is 50% cotton, 50% polyester; ",20
20," ","B032CN005","3150","Men�s  4.2 oz. Long-Sleeve Jersey Henley","WHITE","0","00","FFFFFF","28","5","L",48,.47,"CN","Canvas","T","shirts",15.09,12.58,10.06,10.06,20.12,"3150_t.jpg","3150_p.jpg","100% combed ringspun cotton; 30-singles; super soft jersey knit; four-button self-placket; ribbed cuffs; exposed coverstitching on collar, sleeves and hem; Dark Grey Heather is 50% cotton, 50% polyester; ",20
20," ","B032CN515","3150","Men�s  4.2 oz. Long-Sleeve Jersey Henley","BLACK","6","51","000000","28","5","L",48,.47,"CN","Canvas","T","shirts",15.09,12.58,10.06,10.06,20.12,"3150_t.jpg","3150_p.jpg","100% combed ringspun cotton; 30-singles; super soft jersey knit; four-button self-placket; ribbed cuffs; exposed coverstitching on collar, sleeves and hem; Dark Grey Heather is 50% cotton, 50% polyester; ",20
20," ","B032CN514","3150","Men�s  4.2 oz. Long-Sleeve Jersey Henley","BLACK","6","51","000000","28","4","M",48,.47,"CN","Canvas","T","shirts",15.09,12.58,10.06,10.06,20.12,"3150_t.jpg","3150_p.jpg","100% combed ringspun cotton; 30-singles; super soft jersey knit; four-button self-placket; ribbed cuffs; exposed coverstitching on collar, sleeves and hem; Dark Grey Heather is 50% cotton, 50% polyester; ",20
20," ","B032CN513","3150","Men�s  4.2 oz. Long-Sleeve Jersey Henley","BLACK","6","51","000000","28","3","S",48,.47,"CN","Canvas","T","shirts",15.09,12.58,10.06,10.06,20.12,"3150_t.jpg","3150_p.jpg","100% combed ringspun cotton; 30-singles; super soft jersey knit; four-button self-placket; ribbed cuffs; exposed coverstitching on collar, sleeves and hem; Dark Grey Heather is 50% cotton, 50% polyester; ",20
20," ","B032CN517","3150","Men�s  4.2 oz. Long-Sleeve Jersey Henley","BLACK","6","51","000000","1","7","2XL",48,.47,"CN","Canvas","T","shirts",18.38,15.31,12.25,12.25,24.5,"3150_t.jpg","3150_p.jpg","100% combed ringspun cotton; 30-singles; super soft jersey knit; four-button self-placket; ribbed cuffs; exposed coverstitching on collar, sleeves and hem; Dark Grey Heather is 50% cotton, 50% polyester; ",20
20," ","B032CN516","3150","Men�s  4.2 oz. Long-Sleeve Jersey Henley","BLACK","6","51","000000","28","6","XL",48,.47,"CN","Canvas","T","shirts",15.09,12.58,10.06,10.06,20.12,"3150_t.jpg","3150_p.jpg","100% combed ringspun cotton; 30-singles; super soft jersey knit; four-button self-placket; ribbed cuffs; exposed coverstitching on collar, sleeves and hem; Dark Grey Heather is 50% cotton, 50% polyester; ",20
20," ","B032CN547","3150","Men�s  4.2 oz. Long-Sleeve Jersey Henley","NAVY","6","54","264262","1","7","2XL",48,.47,"CN","Canvas","T","shirts",18.38,15.31,12.25,12.25,24.5,"3150_t.jpg","3150_p.jpg","100% combed ringspun cotton; 30-singles; super soft jersey knit; four-button self-placket; ribbed cuffs; exposed coverstitching on collar, sleeves and hem; Dark Grey Heather is 50% cotton, 50% polyester; ",20
20," ","B032CN546","3150","Men�s  4.2 oz. Long-Sleeve Jersey Henley","NAVY","6","54","264262","28","6","XL",48,.47,"CN","Canvas","T","shirts",15.09,12.58,10.06,10.06,20.12,"3150_t.jpg","3150_p.jpg","100% combed ringspun cotton; 30-singles; super soft jersey knit; four-button self-placket; ribbed cuffs; exposed coverstitching on collar, sleeves and hem; Dark Grey Heather is 50% cotton, 50% polyester; ",20
20," ","B032CN545","3150","Men�s  4.2 oz. Long-Sleeve Jersey Henley","NAVY","6","54","264262","28","5","L",48,.47,"CN","Canvas","T","shirts",15.09,12.58,10.06,10.06,20.12,"3150_t.jpg","3150_p.jpg","100% combed ringspun cotton; 30-singles; super soft jersey knit; four-button self-placket; ribbed cuffs; exposed coverstitching on collar, sleeves and hem; Dark Grey Heather is 50% cotton, 50% polyester; ",20
20," ","B032CN544","3150","Men�s  4.2 oz. Long-Sleeve Jersey Henley","NAVY","6","54","264262","28","4","M",48,.47,"CN","Canvas","T","shirts",15.09,12.58,10.06,10.06,20.12,"3150_t.jpg","3150_p.jpg","100% combed ringspun cotton; 30-singles; super soft jersey knit; four-button self-placket; ribbed cuffs; exposed coverstitching on collar, sleeves and hem; Dark Grey Heather is 50% cotton, 50% polyester; ",20
20," ","B032CN543","3150","Men�s  4.2 oz. Long-Sleeve Jersey Henley","NAVY","6","54","264262","28","3","S",48,.47,"CN","Canvas","T","shirts",15.09,12.58,10.06,10.06,20.12,"3150_t.jpg","3150_p.jpg","100% combed ringspun cotton; 30-singles; super soft jersey knit; four-button self-placket; ribbed cuffs; exposed coverstitching on collar, sleeves and hem; Dark Grey Heather is 50% cotton, 50% polyester; ",20
20," ","B032CN826","3150","Men�s  4.2 oz. Long-Sleeve Jersey Henley","DARK GREY HEATHER","6","82","6c6f70","28","6","XL",48,.47,"CN","Canvas","T","shirts",15.09,12.58,10.06,10.06,20.12,"3150_t.jpg","3150_p.jpg","100% combed ringspun cotton; 30-singles; super soft jersey knit; four-button self-placket; ribbed cuffs; exposed coverstitching on collar, sleeves and hem; Dark Grey Heather is 50% cotton, 50% polyester; ",20
20," ","B032CN825","3150","Men�s  4.2 oz. Long-Sleeve Jersey Henley","DARK GREY HEATHER","6","82","6c6f70","28","5","L",48,.47,"CN","Canvas","T","shirts",15.09,12.58,10.06,10.06,20.12,"3150_t.jpg","3150_p.jpg","100% combed ringspun cotton; 30-singles; super soft jersey knit; four-button self-placket; ribbed cuffs; exposed coverstitching on collar, sleeves and hem; Dark Grey Heather is 50% cotton, 50% polyester; ",20
20," ","B032CN824","3150","Men�s  4.2 oz. Long-Sleeve Jersey Henley","DARK GREY HEATHER","6","82","6c6f70","28","4","M",48,.47,"CN","Canvas","T","shirts",15.09,12.58,10.06,10.06,20.12,"3150_t.jpg","3150_p.jpg","100% combed ringspun cotton; 30-singles; super soft jersey knit; four-button self-placket; ribbed cuffs; exposed coverstitching on collar, sleeves and hem; Dark Grey Heather is 50% cotton, 50% polyester; ",20
20," ","B032CN823","3150","Men�s  4.2 oz. Long-Sleeve Jersey Henley","DARK GREY HEATHER","6","82","6c6f70","28","3","S",48,.47,"CN","Canvas","T","shirts",15.09,12.58,10.06,10.06,20.12,"3150_t.jpg","3150_p.jpg","100% combed ringspun cotton; 30-singles; super soft jersey knit; four-button self-placket; ribbed cuffs; exposed coverstitching on collar, sleeves and hem; Dark Grey Heather is 50% cotton, 50% polyester; ",20
