SKU,Status,Title,Price,Weight,Company,Style Code,Features,Retail Price,Size,Hex Color,Color,Mill Name,Dimensions,Imprint Area,Item Number,Image,Category
B083CH523|B083CH663|B083CH665|B083CH664|B083CH667|B083CHFG3|B083CH525|B083CH533|B083CH003|B083CH006|B083CHPB5|B083CH007|B083CHFG6|B083CH535|B083CH527|B083CH524|B083CH666|B083CH526|B083CH207|B083CH206|B083CH205|B083CH204|B083CH203|B083CH534|B083CH517|B083CH516|B083CH515|B083CH514|B083CH513|B083CHFG7|B083CHFG4|B083CHFG5|B083CH537|B083CH005|B083CH315|B083CH314|B083CH317|B083CH316|B083CHPB7|B083CHPB6|B083CH313|B083CHPB4|B083CHPB3|B083CH536|B083CH004,TRUE,Ladiesﾒ  Technical Performance Polo ,19.49|0|1;16.24|2|12;12.99|13|-1;,0.55,Broder,6,100% polyester micro piqu; Moisture wicking and anti-microbial odor control properties; Wash-and-wear functionality resists fading and shrinking; Raglan sleeves with tonal chain-stitch detail; Solid birdseye collar; Dyed-to-match three-button placket; Narrower placket and gently shaped for a feminine fit; ,38.98,,,,Chestnut Hill,,,B083CH006,http://www.broderbros.com/images/bro/prodDetail/ch365w_00_p.jpg,NEW
B86458457|B00259668|B00259178|B00259177|B00259176|B00259175|B00259174|B00259667|B00259666|B00259665|B00259664|B00259468|B86458453|B00259463|B00259465|B00259464|B00259467|B00259466|B02758526|B02758527|B02758524|B02758525|B02758523|B86458513|B02758443|B02758445|B02758444|B02758447|B02758446|B00259278|B00259957|B00259273|B00259274|B00259275|B00259276|B00259277|B02758513|B02758517|B02758516|B02758515|B02758514|B86458085|B00259955|B00259663|B86458083|B00259173|B86458433|B86458435|B86458434|B86458437|B86458436|B02758103|B02758104|B02758105|B02758106|B02758107|B86458545|B86458544|B86458547|B86458546|B86458543|B02758545|B86458456|B86458455|B86458454|B86458556|B86458557|B86458554|B86458555|B86458553|B02758547|B00259008|B00259007|B00259006|B00259005|B00259004|B00259003|B86458084|B86458516|B86458086|B86458087|B86458517|B86458514|B86458515|B00259953|B02758543|B02758544|B00259954|B02758546|B00259956|B00259958|B00259558|B00259555|B00259554|B00259557|B00259556|B00259553|B02758434|B02758435|B02758436|B02758437|B02758433|B02758535|B02758534|B02758537|B02758536|B02758533,TRUE,Ladiesﾒ  Three - Season Sport Jacket ,38.69|0|1;32.24|2|12;25.79|13|-1;,1.52,Broder,6,"97% cotton, 3% spandex; Classic feminine shape for a flattering fit; Fine stitching throughout; Delicate, pearlized buttons on front placket; Bust darts and back yoke; Princess seams; Three-quarter sleeves with fold-up cuff detail; ",77.38,,,,Devon & Jones,,,B86458436,http://www.broderbros.com/images/bro/prodDetail/d730w_43_p.jpg,NEW
B29058557|B29058556|B29058555|B29058554|B29058607|B29058606|B29058605|B29058604|B29058603|B29058056|B29058057|B29058054|B29058055|B29058053|B29058013|B29058133|B29058697|B29058135|B29058134|B29058137|B29058136|b29058553|B29058014|B29058016|B29058693|B29058694|B29058695|B29058696|B29058017|B29058423|B29058427|B29058426|B29058425|B29058424|B29058526|B29058527|B29058524|B29058543|B29058544|B29058545|B29058546|B29058547|B29058467|B29058466|B29058465|B29058464|B29058463|B29058103|B29058104|B29058105|B29058106|B29058107|B29058003|B29058005|B29058004|B29058007|B29058006|B29058525|B29058015|B29058523|B29058643|B29058647|B29058646|B29058645|B29058644,TRUE,Ladiesﾒ  Tipped Perfect Pima Interlock Polo ,19.49|0|1;16.24|2|12;12.99|13|-1;,0.59,Broder,6,"100% long-staple Peruvian Pima cotton interlock; Contrast tipping on collar and cuffs; Grey Heather is 90% cotton, 10% polyester; Trim cut looks great tucked or untucked; Feminine Johnny collar; ",38.98,,,,Devon & Jones,,,B29058006,http://www.broderbros.com/images/bro/prodDetail/d140w_00_p.jpg,NEW
B06446523|B06446525|B06446043|B06446047|B06446046|B06446045|B06446044|B06446513|B06446515|B06446514|B06446517|B06446516|B06446546|B06446547|B06446544|B06446545|B06446524|B06446543|B06446526|B06446527|B06446013|B06446014|B06446015|B06446016|B06446017|B06446663|B06446667|B06446666|B06446665|B06446664,TRUE,Ladiesﾒ  Tricot Track Jacket ,22.88|0|1;19.06|2|12;15.25|13|-1;,1.28,Broder,6,"7.8 oz., 100% polyester tricot, 75-denier; Raised inner nap; Self-fabric stand-up collar; Full-zip front opening; Elasticized cuffs; Zippered welt pockets; Open-bottom hem with drawstring bungee and cordlock; ",45.76,,,,Harriton,,,B06446046,http://www.broderbros.com/images/bro/prodDetail/m390w_04_p.jpg,NEW
B06746543|B06746547|B06746546|B06746545|B06746544|B06746523|B06746525|B06746524|B06746527|B06746526|B06746046|B06746047|B06746044|B06746045|B06746043|B06746663|B06746666|B06746667|B06746664|B06746665|B06746513|B06746514|B06746515|B06746516|B06746517|B06746013|B06746015|B06746014|B06746017|B06746016,TRUE,Ladiesﾒ  Tricot Track Pants ,21.38|0|1;17.81|2|12;14.25|13|-1;,1.17,Broder,6,"7.8 oz., 100% polyester tricot, 75-denier; Raised inner nap; Elasticized waistband with drawcord; On-seam pockets; Open-bottom hem; Extended zippered legs; ",42.76,,,,Harriton,,,B06746046,http://www.broderbros.com/images/bro/prodDetail/m391w_04_p.jpg,NEW
B01358443|B01358523|2073002A3|B01358446|B01358447|B01358444|B01358445|2073002A5|B11140033|2073099A6|B11140517|B11140544|B11140457|B11140035|2073000A6|B01358525|2073000A4|2073000A5|2073036A5|2073000A3|B01358524|B11140034|B11140163|2073099A3|B11140165|B01358527|2073002A6|B11140166|B11140036|B11140013|B01358526|B11140015|B11140014|B11140016|B01358433|B01358437|B01358436|B01358435|B01358434|2073036A4|B01358513|B01358514|B01358515|B01358516|B01358517|B11140684|B11140685|B11140686|2073036A6|B11140546|B11140545|B11140683|B11140973|B11140976|B11140164|B11140974|B11140975|2073099A5|2073099A4|2073021A3|2073021A5|2073021A4|2073036A3|2073021A6|2073072A3|2073072A5|2073072A4|2073072A6|2073002A4|B11140007|B01358543|B01358547|B01358546|B01358545|B01358544|B11140543|B01358463|B01358464|B01358465|B01358466|B01358467,TRUE,Ladiesﾒ  V - Neck T - Shirt ,3.98|0|1;3.31|2|12;2.65|13|-1;,0.4,Broder,6,"100% airspun cotton, 12 gauge; Lighter weight for easy drape; Holds shape and resists wrinkles; Quick drying; 1x1 rib at neck, sleeves and bottom opening; ",7.96,,,,Anvil,,,2073099A6,http://www.broderbros.com/images/bro/prodDetail/652_00_p.jpg,NEW
B11824454|B11824455|B11824456|B11824453|B11824515|B11824514|B11824516|B11824513,TRUE,Ladiesﾒ  Vintage Sweatpant ,20.54|0|1;17.11|2|12;13.69|13|-1;,0.79,Broder,6,"7.7 oz., 80% cotton, 20% polyester; Piece-dyed garment washed; Regular fit; Elastic waistband and leg openings; 28"" inseam for all sizes; ",41.08,,,,Alternative,,,B11824456,http://www.broderbros.com/images/bro/prodDetail/aa1186_45_p.jpg,NEW
B01158513|B01158433|B01158516|B01158517|B01158514|B01158515|B01158167|B01158166|B01158165|B01158164|B01158163|B01158173|B01158435|B01158434|B01158174|B01158437|B01158436|B01158545|B01158544|B01158547|B01158546|B01158543|B01158527|B01158526|B01158525|B01158524|B01158523|B01158175|B01158176|B01158177|B01158637|B01158636|B01158635|B01158634|B01158633,TRUE,Ladiesﾒ  Winterceptﾙ Fleece Full - Zip Jacket ,30.74|0|1;25.61|2|12;20.49|13|-1;,1.65,Broder,6,"100% microfilament polyester; Plush, pill-proof; Durable water-repellent technology (DWR); Trim, feminine fit with princess seams; Side entry pockets; ",61.48,,,,Devon & Jones,,,B01158176,http://www.broderbros.com/images/bro/prodDetail/d780w_17_p.jpg,NEW
LB00731A0|LB00737A0|B05150520|B05150440|B05150540|B05150560|B05150480|LB00715A0|B05150580|LB00755A0|B05150280|LB00720A0|B05150660|LB00745A0|LB00770A0|B05150530|LB00799A0|B05150620|B05150510|LB00758A0|LB00741A0|LB00748A0|LB00733A0|B05150590|LB00760A0|LB00700A0,TRUE,Large Drawstring Backpack ,3.17|0|1;2.64|2|12;2.11|13|-1;,0.33,Broder,0,"210-denier nylon; Durable construction; Color-matched drawstrings; 17""W x 20""H; ",6.34,,,,Liberty Bags,,,LB00799A0,http://www.broderbros.com/images/bro/prodDetail/8882_00_p.jpg,NEW
2002200A0,TRUE,Large Duffel Bag ,35.42|0|1;29.51|2|12;23.61|13|-1;,2.92,Broder,0,"600-denier polyester; U-shaped double zipper opening; Adjustable and detachable 1 1/2"" wide padded shoulder strap; Two outside end-zip compartments; ID tag and two side pockets (one mesh); Black binding around edges; 24""W x 14""H x 12""D; ",70.84,,,,Anvil,,,2002200A0,http://www.broderbros.com/images/bro/prodDetail/402_51_p.jpg,NEW
B017LB540|B017LB000|B017LB510,TRUE,Laundry Bag ,5.24|0|1;4.36|2|12;3.49|13|-1;,0.23,Broder,0,"210-denier nylon; Matching drawstring closure; 28""W x 22""H; ",10.48,,,,Liberty Bags,,,B017LB000,http://www.broderbros.com/images/bro/prodDetail/9008_00_p.jpg,NEW
B030DE010|B030DE200|B030DE210|B030DE000,TRUE,Light Weight Cutaway Backing ,13.90|0|1;13.90|2|12;13.90|13|-1;,1,Broder,0,Recommended on apparel with low to med stitch count; 2 oz.; ,27.8,,,,Decoration Supplies,,,B030DE210,http://www.broderbros.com/images/bro/prodDetail/ltcut_21_p.jpg,NEW
B71050284|2101659A5|B71050286|2101697A8|B71050287|2101697A3|2101697A6|2101697A7|2101697A4|2101697A5|2101615A4|2101615A5|2101615A6|2101615A7|2101615A0|B71050008|2101615A3|B71050006|B71050007|B71050004|2101659A3|2101615A8|2101615A9|B71050483|2101620A8|2101620A9|B71050484|B71050485|2101620A4|2101620A5|2101620A6|2101620A7|2101620A0|2101620A3|B71050005|B71050288|B71050003|B71050486|B71050487|B71050623|B71050588|B71050626|B71050627|B71050624|B71050625|B71050583|B71050628|B71050587|B71050586|B71050585|B71050584|2101645A3|2101645A0|2101645A7|2101645A6|2101645A5|2101645A4|2101645A9|2101645A8|B71050488|B71050598|B71050594|B71050595|B71050596|B71050597|B71050593|2101659A4|B71050285|2101659A6|2101659A7|2101642A8|B71050283|2101642A4|2101642A5|2101642A6|2101642A7|2101659A8|2101642A3|2101600A6|2101600A7|2101600A4|2101600A5|2101600A3|2101600A0|2101600A8|2101600A9|B71050703|B71050705|B71050704|B71050707|B71050706|B71050708,TRUE,Lined Nylon Coach's Jacket ,14.83|0|1;12.61|2|12;10.72|13|-1;,0.55,Broder,6,Outer shell of 100% nylon taffeta; Lined with 100% polyester brushed tricot; Snap front; Raglan sleeves; Reinforced slash front pockets; Elastic cuffs; Water-resistant; Machine-washable; Open bottom with drawcord; ,29.66,,,,Augusta Drop Ship,,,B71050006,http://www.broderbros.com/images/bro/prodDetail/3100_00_p.jpg,NEW
9154276A2|9154276A3|9154276A4|9154276A5|9154276A6|9154276A7|9154276A8|9154276A9|9154283A8|9154283A9|9154283A2|9154283A3|9154283A4|9154283A5|9154283A6|9154283A7|9154240A7|9154240A6|9154240A5|9154240A4|9154240A3|9154240A2|9154240A9|9154240A8|9154287A4|9154287A5|9154287A6|9154287A7|9154287A2|9154287A3|9154287A8|9154287A9|9154284A7|9154284A6|9154284A5|9154284A4|9154284A3|9154284A2|9154284A9|9154284A8,TRUE,Lodge Microfiber Jacket ,37.49|0|1;31.24|2|12;24.99|13|-1;,0.46,Broder,2,"85% polyester, 15% nylon; Water-repellent, wind-resistant; Snap storm placket over the full-zip closing & elastic waist; Vented yoke for breathability and easy embroidery access; Inside zippered security pocket; Contrast color in lining and collar; ",74.98,XS,D4CEC4,STONE/ESPRESSO,Chestnut Hill,,,9154284A2,http://www.broderbros.com/images/bro/prodDetail/ch850_18_p.jpg,NEW
B14150668|B14150669|B14150198|B14150199|B14150194|B14150663|B14150196|B14150197|B14150666|B14150667|B14150664|B14150665|B14150518|B14150519|B14150195|B14150513|B14150514|B14150515|B14150516|B14150517|B14150533|B14150536|B14150537|B14150534|B14150535|B14150538|B14150539|B14150544|B14150543|B14150193|B14150424|B14150425|B14150426|B14150427|B14150547|B14150546|B14150545|B14150423|B14150549|B14150548|B14150428|B14150429|B14150523|B14150525|B14150524|B14150527|B14150526|B14150529|B14150528,TRUE,Long Length Wicking Mesh Athletic Short ,8.79|0|1;7.47|2|12;6.35|13|-1;,0.44,Broder,6,100% polyester wicking mesh; Wicks moisture away from the body; Full-cut; Covered elastic waistband with inside drawcord; 9-inch inseam; Double-needle hemmed bottom.; ,17.58,,,,Augusta Drop Ship,,,B14150196,http://www.broderbros.com/images/bro/prodDetail/802_19_p.jpg,NEW
B06538513|B06538517|B06538516|B06538515|B06538514|B06538535|B06538534|B06538537|B06538536|B06538533|B06538453|B06538456|B06538457|B06538454|B06538455|B06538607|B06538606|B06538605|B06538604|B06538603|B06538525|B06538523|B06538423|B06538427|B06538426|B06538425|B06538424|B06538526|B06538527|B06538524|B06538543|B06538544|B06538545|B06538546|B06538547,TRUE,Long Mesh Shorts with Pockets ,12.08|0|1;10.06|2|12;8.05|13|-1;,0.57,Broder,6,"3.7 oz., 100% polyester mesh; Full athletic fit with 9"" inseam; Four-needle stitching on waistband; Inside drawstring; Side vents; Double-needle stitching on bottom hem; Reflective ""C"" logo on lower left hem; ",24.16,,,,Champion,,,B06538526,http://www.broderbros.com/images/bro/prodDetail/81622_52_p.jpg,NEW
B14824783|B14824785|B14824784|B14824786|2002799A7|2002799A6|2002799A5|2002799A4|2002799A3|9148828A6|9148828A7|9148828A4|9148828A5|9148828A2|9148828A3|B05640528|B05640527|B05640526|B05640525|B05640524|B05640523|9148828A8|9148828A9|2002715A3|2002715A7|2002715A6|2002715A5|2002715A4|9148866A8|9148866A9|9148866A2|9148866A3|9148866A4|2002700A3|9148866A6|9148866A7|B14824243|B14824244|B14824245|B14824246|9148845A9|9148845A8|2002705A3|2002705A4|2002700A7|2002705A6|2002705A7|9148845A3|9148845A2|9148845A5|9148845A4|9148845A7|9148845A6|B05640545|B05640544|B05640547|B05640546|B05640543|B05640548|9148802A2|9148802A3|9148802A6|9148802A7|9148802A4|9148802A5|9148802A8|9148802A9|B14824436|B14824435|B14824434|B14824433|B14824AX6|B14824AX5|B14824AX4|B14824AX3|9148899A8|B05640004|B05640005|B05640006|B05640007|B05640003|B05640008|9148899A9|9148899A4|9148866A5|9148810A8|B14824514|B14824515|B14824516|B14824513|9148810A3|9148810A2|9148810A7|9148810A6|9148810A5|9148810A4|9148899A5|B00740455|B00740454|B00740457|B00740456|2002700A5|2002700A4|B00740453|2002700A6|B05640513|2002705A5|9148899A6|9148899A7|9148810A9|B05640458|9148899A2|9148899A3|B05640453|B05640516|B05640457|B05640456|B05640455|B05640454|B05640518|B05640514|B14824573|B05640515|B14824576|B05640517|B14824574|B14824575,TRUE,Long - Sleeve Performance Plus Piqu� Polo ,23.99|0|1;19.99|2|12;15.99|13|-1;,0.75,Broder,2,"100% combed cotton piqu; No pilling, fading, shrinking, wrinkling or curling; Relaxed fit; Striped neck tape; Side vents; Long-sleeves; ",47.98,,,,Chestnut Hill,,,9148899A2,http://www.broderbros.com/images/bro/prodDetail/ch110_00_p.jpg,NEW
B09750598|B09750624|B09750668|B09750666|B09750667|B09750664|B09750665|B09750663|B09750523|B09750547|B09750546|B09750563|B09750588|B09750565|B09750564|B09750567|B09750566|B09750583|B09750568|B09750628|B09750587|B09750586|B09750585|B09750584|B09750528|B09750284|B09750285|B09750286|B09750287|B09750625|B09750283|B09750165|B09750164|B09750167|B09750548|B09750288|B09750527|B09750163|B09750168|B09750514|B09750515|B09750516|B09750517|B09750524|B09750538|B09750513|B09750536|B09750537|B09750534|B09750535|B09750518|B09750533|B09750526|B09750423|B09750424|B09750425|B09750426|B09750427|B09750428|B09750595|B09750596|B09750597|B09750593|B09750166|B09750623|B09750545|B09750626|B09750544|B09750525|B09750543|B09750594|B09750627,TRUE,Longer Length Mini Mesh League Short ,9.48|0|1;8.06|2|12;6.85|13|-1;,0.44,Broder,6,100% polyester mini mesh ; Elastic waistband with inside drawcord; 9-inch inseam; Double-needle hemmed bottom.; ,18.96,,,,Augusta Drop Ship,,,B09750166,http://www.broderbros.com/images/bro/prodDetail/738_16_p.jpg,NEW
B10050518|B10050007|B10050513|B10050517|B10050516|B10050515|B10050514|B10050535|B10050534|B10050537|B10050536|B10050005|B10050004|B10050533|B10050006|B10050008|B10050538|B10050526|B10050527|B10050524|B10050543|B10050544|B10050545|B10050546|B10050547|B10050548|B10050528|B10050198|B10050197|B10050196|B10050195|B10050194|B10050193|B10050003|B10050525|B10050523,TRUE,Longer Length Wicking Short with Pockets ,14.19|0|1;12.06|2|12;10.25|13|-1;,0.56,Broder,6,100% polyester wicking mesh; Wicks moisture away from the body; Full-cut; Covered elastic waistband with inside drawcord; Side seam pockets; 9-inch inseam; Double-needle hemmed bottom; ,28.38,,,,Augusta Drop Ship,,,B10050006,http://www.broderbros.com/images/bro/prodDetail/803_00_p.jpg,NEW
B18624513|B18624433|B18624516|B18624434|B18624435|B18624515|B18624514|B18624436,TRUE,Lounge Shorts ,21.91|0|1;18.62|2|12;15.83|13|-1;,0.21,Broder,6,"30's Eco-French Terry Cotton; 69% Cotton (6.25% Organic); 25% Polyester (6.25% Recycled), 6% Rayon; Yarn dyed, fabric washed; Men's regular fit; ",43.82,,,,Alternative Drop Ship,,,B18624436,http://www.broderbros.com/images/bro/prodDetail/09684ef_43_p.jpg,NEW
B098DE000|B098DE010|B098DE020,TRUE,MADEIRA Color Cards ,3.99|0|1;3.99|2|12;3.99|13|-1;,0.3,Broder,0,"Madeira Color Cards are available in the following threads:; PolyNeon, Rayon, and Fire Fighter; ",7.98,,,,Decoration Supplies,,,B098DE010,http://www.broderbros.com/images/bro/prodDetail/mdcard_01_p.jpg,NEW
B010DE180|B012DE610|B010DEEX0|B012DE180|B012DEJL0|B012DEEH0|B010DEHN0|B010DECE0|B012DECE0|B012DE050|B010DEJL0|B012DE010|B012DEJZ0|B010DE010|B012DE070|B012DEHP0|B012DE590|B012DEJE0|B012DEFG0|B012DEHN0|B012DEEX0|B012DEJI0|B012DEHD0|B012DEJC0|B012DEEA0|B012DEBE0|B012DEEC0|B010DEJE0|B012DE670|B012DE650|B012DEHO0,TRUE,MADEIRA Fire Fighter thread ,9.75|0|1;9.75|2|12;9.75|13|-1;,0.05,Broder,0,"Flame and heat resistant embroidery thread; Cone = 2,500 meters; Spool = 950 meters; 40 weight; Made from 100% Aramid fibers; Complies with ISO standards ISO-6941 / ISO-15025; ",19.5,,,,Decoration Supplies,,,B012DEJL0,http://www.broderbros.com/images/bro/prodDetail/mdf_jl_p.jpg,NEW
B099DE000,TRUE,MADEIRA Flame Resistant Bobbin  -  Size L ,13.49|0|1;13.49|2|12;13.49|13|-1;,0.07,Broder,0,Made from 100% Aramid fibers; Pre-wound white bobbins; 67 yards per bobbin; 10 bobbins per pack; ,26.98,,,,Decoration Supplies,,,B099DE000,http://www.broderbros.com/images/bro/prodDetail/mdfbb_p.jpg,NEW
B016DE150|B016DEBS0|B016DE650|B016DECL0|B016DEEA0|B016DE930|B016DEAP0|B016DEDX0|B016DEKL0|B013DE040|B013DEFG0|B016DECE0|B016DEJU0|B016DE230|B016DEGL0|B016DEKB0|B016DECK0|B016DE800|B016DEHI0|B016DEEH0|B016DEKK0|B016DEDA0|B016DEHG0|B016DEBN0|B016DEEZ0|B016DEAK0|B013DEJH0|B016DEJN0|B016DEGC0|B016DEHN0|B016DEES0|B016DEBE0|B016DE070|B016DEGQ0|B013DEFH0|B016DECR0|B016DEFN0|B016DEAB0|B016DEDN0|B013DEMX1|B016DE470|B016DEKP0|B016DE570|B016DEJG0|B016DEGZ0|B016DE200|B016DE970|B016DEBW0|B016DE610|B016DE750|B016DEAT0|B016DEFG0|B016DEJY0|B016DE680|B016DECY0|B016DEHU0|B016DE270|B016DE370|B016DEDW0|B016DEGH0|B016DEKF0|B013DEBR0|B016DE100|B016DEBP0|B016DEED0|B016DECO0|B016DEFQ0|B016DE290|B016DEKO0|B016DE190|B016DEFX0|B016DEJR0|B016DEAO0|B016DEDE0|B016DEHC0|B016DEBB0|B013DEEW0|B016DEGO0|B016DE850|B016DE990|B016DEBY0|B016DEHJ0|B016DEEO0|B016DEFJ0|B016DEJD0|B016DE090|B016DECV0|B016DEBK0|B016DEAZ0|B016DEHX0|B016DEEY0|B016DEAF0|B016DE530|B016DEJK0|B016DEGF0|B013DEJG0|B016DEEV0|B016DE490|B016DE320|B016DEDP0|B016DE080|B016DEGT0|B016DEFC0|B016DEAA0|B016DEDK0|B016DEHQ0|B016DE400|B016DECC0|B016DE880|B016DE140|B016DE920|B016DEBT0|B016DE660|B016DEDY0|B016DE050|B016DEAS0|B016DEFD0|B016DEJV0|B016DECD0|B016DEHV0|B016DE710|B016DE240|B013DEES0|B016DEGK0|B016DEKA0|B016DECJ0|B016DEEK0|B016DE810|B016DEFV0|B016DEKJ0|B016DEEU0|B016DEAJ0|B016DEBO0|B016DEDF0|B016DEHD0|B016DEJO0|B016DEGB0|B013DEJK0|B016DE860|B016DEHO0|B016DEBF0|B016DEER0|B013DEKA0|B016DE590|B016DE040|B016DEFO0|B016DEJA0|B016DEGP0|B013DEBJ0|B016DECQ0|B016DEBH0|B016DE440|B016DEAE0|B016DEDO0|B016DE560|B016DEJH0|B016DEGY0|B016DE740|B016DE210|B016DE960|B016DEAW0|B013DEEO0|B013DE920|B016DEGW0|B016DECX0|B016DE380|B016DEJZ0|B016DE690|B016DEDT0|B016DEHR0|B016DE360|B013DEJT0|B016DEFR0|B016DE130|B016DE910|B016DEBQ0|B016DECN0|B016DEEG0|B016DEDZ0|B013DE180|B016DEKN0|B016DEJS0|B016DE180|B013DEAO0|B013DE060|B016DE620|B016DECG0|B016DEFY0|B016DEAN0|B016DEGN0|B013DEFW0|B016DEEN0|B016DE820|B016DE980|B016DEHK0|B016DEBZ0|B016DEKE0|B016DECU0|B016DEJE0|B016DEAX0|B016DEAI0|B016DEDC0|B016DEHY0|B016DEBL0|B016DEEX0|B016DE520|B013DEEY0|B016DEJL0|B016DEGE0|B013DEBG0|B016DEBC0|B016DEEQ0|B013DEMW1|B016DE310|B013DEEK0|B016DEFL0|B016DEGS0|B016DE790|B016DE410|B016DEDH0|B016DE550|B016DE000|B016DE670|B016DECB0|B016DEEC0|B016DE890|B016DE770|B016DE950|B016DEBU0|B016DEAR0|B016DEFE0|B016DEJW0|B016DEDQ0|B016DEHW0|B016DE700|B016DE250|B016DEGJ0|B016DEFW0|B016DEEJ0|B016DECI0|B016DEKI0|B016DEJP0|B016DE170|B016DEHE0|B016DEET0|B013DECY0|B016DEAM0|B016DEDG0|B013DEJJ0|B016DEGA0|B016DEEM0|B016DE870|B016DEBG0|B016DEHL0|B016DE580|B016DECP0|B016DEFH0|B016DEJB0|B016DEBI0|B016DEDL0|B016DEHZ0|B016DE450|B016DEAD0|B016DE510|B016DEJI0|B016DEGX0|B013DEJE0|B016DEDR0|B016DE730|B016DE220|B016DEAV0|B013DEEH0|B016DEGV0|B016DEFA0|B016DE420|B016DE350|B016DEDU0|B016DEHS0|B013DEEG0|B016DE120|B013DEGL0|B016DEEF0|B016DE640|B016DECM0|B016DEFS0|B016DE900|B016DEBR0|B016DEAQ0|B016DEKM0|B016DEFZ0|B016DEJT0|B016DE630|B016DECF0|B016DEKC0|B016DEGM0|B016DEFT0|B016DEHH0|B016DEEI0|B016DE830|B016DE390|B016DEKD0|B016DECT0|B016DEHF0|B016DEAH0|B016DEBM0|B016DEGD0|B016DEJM0|B013DEBF0|B016DEHA0|B016DEBD0|B016DEEP0|B016DE060|B016DEAY0|B013DEFI0|B016DECS0|B016DEFM0|B013DE380|B016DEGR0|B013DEBH0|B016DEDI0|B016DE780|B016DE460|B016DEAC0|B016DE540|B016DE010|B016DEJF0|B016DEKQ0|B013DEHS0|B016DEBV0|B016DEEB0|B016DE600|B016DECA0|B016DE760|B016DE940|B016DEAU0|B013DEEM0|B016DEJX0|B016DECZ0|B016DEFF0|B016DE260|B016DE300|B016DEDV0|B016DEHT0|B016DEGI0|B016DEKG0|B016DE110|B016DECH0|B016DEFP0|B016DE280|B013DE750|B016DEKH0|B013DE000|B016DEJQ0|B016DE160|B016DEBA0|B016DEDD0|B016DEHB0|B016DEEW0|B016DEAL0|B016DEDB0|B013DEJM0|B016DEHM0|B016DEBX0|B016DEEL0|B016DE840|B016DEJC0|B016DECW0|B016DEFI0|B013DEBL0|B016DEAG0|B016DEDM0|B016DEBJ0|B016DEGG0|B016DE500|B016DEJJ0|B013DEBE0|B016DE330|B016DEDS0|B016DE720|B016DE480|B016DEFB0|B016DEGU0|B016DEDJ0|B016DEHP0|B016DE430|B016DE340|B016DE020,TRUE,MADEIRA PolyNeon thread ,7.49|0|1;7.49|2|12;7.49|13|-1;,0.35,Broder,1,"Polyester embroidery thread; Cone = 5,000 meters; Spool = 1,000 meters; 40 weight; Made with special winding methods; Reduces looping at high speeds; Dyed using special dye processes; ",14.98,,,,Decoration Supplies,,,B016DEHV0,http://www.broderbros.com/images/bro/prodDetail/mdp_hv_p.jpg,NEW
